Line_Number,Timestamp,Parsed_Time,Event,IP_Address,Username,Process,Host,Message,Raw_Line,Geo_Country,Geo_City,Geo_Lat,Geo_Lon,IP_Reputation,ASN,MITRE_Technique,MITRE_Tactic,Geo_Risk,Session_ID,Risk_Score,Severity_Level
416,Jun 16 10:25:13,2024-06-16 10:25:13,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,web-prod,20758]: Accepted password for admin from 10.0.1.200 port 40017 ssh2,Jun 16 10:25:13 web-prod sshd[20758]: Accepted password for admin from 10.0.1.200 port 40017 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0159,49.62,CRITICAL
417,Jun 16 10:30:00,2024-06-16 10:30:00,SUCCESSFUL_LOGIN,185.220.101.34,admin,sshd,db-primary,43546]: Accepted password for admin from 185.220.101.34 port 38412 ssh2,Jun 16 10:30:00 db-primary sshd[43546]: Accepted password for admin from 185.220.101.34 port 38412 ssh2,Iran,Tehran,35.69,51.39,0.0,AS16509 — Amazon.com Inc,T1078 — Valid Accounts,Initial Access,0.88,S-0156,38.48,HIGH
418,Jun 16 10:32:00,2024-06-16 10:32:00,OTHER,Internal,unknown,sudo,db-primary, admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Jun 16 10:32:00 db-primary sudo: admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0154,19.67,MEDIUM
419,Jun 16 10:37:20,2024-06-16 10:37:20,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,auth-gateway,13331]: Accepted password for ubuntu from 10.0.0.5 port 61449 ssh2,Jun 16 10:37:20 auth-gateway sshd[13331]: Accepted password for ubuntu from 10.0.0.5 port 61449 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0157,47.71,CRITICAL
420,Jun 16 10:45:00,2024-06-16 10:45:00,SUCCESSFUL_LOGIN,185.220.101.34,admin,sshd,auth-gateway,43306]: Accepted password for admin from 185.220.101.34 port 42115 ssh2,Jun 16 10:45:00 auth-gateway sshd[43306]: Accepted password for admin from 185.220.101.34 port 42115 ssh2,Iran,Tehran,35.69,51.39,0.0,AS16509 — Amazon.com Inc,T1078 — Valid Accounts,Initial Access,0.88,S-0156,38.48,HIGH
421,Jun 16 10:47:00,2024-06-16 10:47:00,OTHER,Internal,unknown,sudo,auth-gateway, admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Jun 16 10:47:00 auth-gateway sudo: admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0154,19.67,MEDIUM
422,Jun 16 10:50:45,2024-06-16 10:50:45,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,server01,11734]: Accepted password for ubuntu from 10.0.1.200 port 43815 ssh2,Jun 16 10:50:45 server01 sshd[11734]: Accepted password for ubuntu from 10.0.1.200 port 43815 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0159,49.62,CRITICAL
423,Jun 16 10:59:01,2024-06-16 10:59:01,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,auth-gateway,63678]: Accepted password for user from 10.0.1.200 port 62986 ssh2,Jun 16 10:59:01 auth-gateway sshd[63678]: Accepted password for user from 10.0.1.200 port 62986 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0159,49.62,CRITICAL
424,Jun 16 11:00:39,2024-06-16 11:00:39,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,server01,63670]: Accepted password for user from 192.168.1.55 port 50391 ssh2,Jun 16 11:00:39 server01 sshd[63670]: Accepted password for user from 192.168.1.55 port 50391 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0160,59.03,CRITICAL
425,Jun 16 11:14:09,2024-06-16 11:14:09,FAILED_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,13146]: Failed password for ubuntu from 192.168.1.101 port 31967 ssh2,Jun 16 11:14:09 auth-gateway sshd[13146]: Failed password for ubuntu from 192.168.1.101 port 31967 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.35,S-0161,51.72,CRITICAL
426,Jun 16 11:18:51,2024-06-16 11:18:51,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,db-primary,44532]: Accepted password for admin from 192.168.1.101 port 59071 ssh2,Jun 16 11:18:51 db-primary sshd[44532]: Accepted password for admin from 192.168.1.101 port 59071 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0161,51.72,CRITICAL
427,Jun 16 11:29:54,2024-06-16 11:29:54,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,35224]: Accepted password for deploy from 10.0.1.200 port 39225 ssh2,Jun 16 11:29:54 db-primary sshd[35224]: Accepted password for deploy from 10.0.1.200 port 39225 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0162,49.62,CRITICAL
428,Jun 16 11:40:00,2024-06-16 11:40:00,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,db-primary,17143]: Accepted password for ubuntu from 10.0.0.5 port 48616 ssh2,Jun 16 11:40:00 db-primary sshd[17143]: Accepted password for ubuntu from 10.0.0.5 port 48616 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0163,47.71,CRITICAL
429,Jun 16 11:47:41,2024-06-16 11:47:41,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,auth-gateway,53787]: Accepted password for ubuntu from 10.0.0.5 port 50024 ssh2,Jun 16 11:47:41 auth-gateway sshd[53787]: Accepted password for ubuntu from 10.0.0.5 port 50024 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0163,47.71,CRITICAL
430,Jun 16 12:16:05,2024-06-16 12:16:05,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,server01,64208]: Accepted password for ubuntu from 10.0.1.200 port 52752 ssh2,Jun 16 12:16:05 server01 sshd[64208]: Accepted password for ubuntu from 10.0.1.200 port 52752 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0164,49.62,CRITICAL
431,Jun 16 12:19:46,2024-06-16 12:19:46,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,auth-gateway,13837]: Accepted password for admin from 10.0.0.5 port 46873 ssh2,Jun 16 12:19:46 auth-gateway sshd[13837]: Accepted password for admin from 10.0.0.5 port 46873 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0165,47.71,CRITICAL
432,Jun 16 12:20:36,2024-06-16 12:20:36,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,db-primary,1756]: Accepted password for user from 10.0.0.5 port 32997 ssh2,Jun 16 12:20:36 db-primary sshd[1756]: Accepted password for user from 10.0.0.5 port 32997 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0165,47.71,CRITICAL
433,Jun 16 12:38:12,2024-06-16 12:38:12,FAILED_LOGIN,192.168.1.55,user,sshd,server01,1020]: Failed password for user from 192.168.1.55 port 41836 ssh2,Jun 16 12:38:12 server01 sshd[1020]: Failed password for user from 192.168.1.55 port 41836 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0166,59.03,CRITICAL
434,Jun 16 12:38:25,2024-06-16 12:38:25,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,server01,33559]: Accepted password for user from 10.0.1.200 port 56005 ssh2,Jun 16 12:38:25 server01 sshd[33559]: Accepted password for user from 10.0.1.200 port 56005 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0164,49.62,CRITICAL
435,Jun 16 12:43:54,2024-06-16 12:43:54,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,db-primary,9683]: Accepted password for admin from 10.0.0.12 port 34535 ssh2,Jun 16 12:43:54 db-primary sshd[9683]: Accepted password for admin from 10.0.0.12 port 34535 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0167,52.14,CRITICAL
436,Jun 16 12:47:49,2024-06-16 12:47:49,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,db-primary,7407]: Accepted password for ubuntu from 192.168.1.101 port 34627 ssh2,Jun 16 12:47:49 db-primary sshd[7407]: Accepted password for ubuntu from 192.168.1.101 port 34627 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0168,51.72,CRITICAL
437,Jun 16 12:58:11,2024-06-16 12:58:11,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,server01,46864]: Accepted password for user from 10.0.0.12 port 53783 ssh2,Jun 16 12:58:11 server01 sshd[46864]: Accepted password for user from 10.0.0.12 port 53783 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0167,52.14,CRITICAL
438,Jun 16 13:01:49,2024-06-16 13:01:49,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,server01,28971]: Accepted password for admin from 192.168.1.55 port 50661 ssh2,Jun 16 13:01:49 server01 sshd[28971]: Accepted password for admin from 192.168.1.55 port 50661 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0166,59.03,CRITICAL
439,Jun 16 13:02:21,2024-06-16 13:02:21,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,auth-gateway,49899]: Accepted password for admin from 192.168.1.101 port 39809 ssh2,Jun 16 13:02:21 auth-gateway sshd[49899]: Accepted password for admin from 192.168.1.101 port 39809 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0168,51.72,CRITICAL
440,Jun 16 13:02:25,2024-06-16 13:02:25,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,db-primary,17838]: Accepted password for user from 10.0.0.5 port 53784 ssh2,Jun 16 13:02:25 db-primary sshd[17838]: Accepted password for user from 10.0.0.5 port 53784 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0169,47.71,CRITICAL
441,Jun 16 13:07:21,2024-06-16 13:07:21,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,46479]: Accepted password for deploy from 10.0.1.200 port 33219 ssh2,Jun 16 13:07:21 db-primary sshd[46479]: Accepted password for deploy from 10.0.1.200 port 33219 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0164,49.62,CRITICAL
442,Jun 16 13:07:22,2024-06-16 13:07:22,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,web-prod,37553]: Accepted password for ubuntu from 10.0.0.5 port 45295 ssh2,Jun 16 13:07:22 web-prod sshd[37553]: Accepted password for ubuntu from 10.0.0.5 port 45295 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0169,47.71,CRITICAL
443,Jun 16 13:11:45,2024-06-16 13:11:45,FAILED_LOGIN,192.168.1.101,user,sshd,db-primary,43246]: Failed password for user from 192.168.1.101 port 41109 ssh2,Jun 16 13:11:45 db-primary sshd[43246]: Failed password for user from 192.168.1.101 port 41109 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.35,S-0168,51.72,CRITICAL
444,Jun 16 13:22:48,2024-06-16 13:22:48,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,auth-gateway,50095]: Accepted password for user from 10.0.1.200 port 39459 ssh2,Jun 16 13:22:48 auth-gateway sshd[50095]: Accepted password for user from 10.0.1.200 port 39459 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0164,49.62,CRITICAL
445,Jun 16 13:30:04,2024-06-16 13:30:04,OTHER,Internal,user,sshd,db-primary,41052]: pam_unix(sshd:session): session opened for user ubuntu,Jun 16 13:30:04 db-primary sshd[41052]: pam_unix(sshd:session): session opened for user ubuntu,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0170,19.67,MEDIUM
446,Jun 16 13:31:15,2024-06-16 13:31:15,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,auth-gateway,23252]: Accepted password for user from 192.168.1.101 port 58130 ssh2,Jun 16 13:31:15 auth-gateway sshd[23252]: Accepted password for user from 192.168.1.101 port 58130 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0168,51.72,CRITICAL
447,Jun 16 13:39:44,2024-06-16 13:39:44,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,57646]: Accepted password for deploy from 10.0.0.5 port 39627 ssh2,Jun 16 13:39:44 web-prod sshd[57646]: Accepted password for deploy from 10.0.0.5 port 39627 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0171,47.71,CRITICAL
448,Jun 16 13:46:28,2024-06-16 13:46:28,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,auth-gateway,60856]: Accepted password for admin from 10.0.0.5 port 61583 ssh2,Jun 16 13:46:28 auth-gateway sshd[60856]: Accepted password for admin from 10.0.0.5 port 61583 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0171,47.71,CRITICAL
449,Jun 16 14:07:57,2024-06-16 14:07:57,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,server01,14087]: Accepted password for admin from 10.0.0.12 port 63985 ssh2,Jun 16 14:07:57 server01 sshd[14087]: Accepted password for admin from 10.0.0.12 port 63985 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
450,Jun 16 14:14:42,2024-06-16 14:14:42,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,db-primary,34079]: Accepted password for admin from 10.0.1.200 port 44266 ssh2,Jun 16 14:14:42 db-primary sshd[34079]: Accepted password for admin from 10.0.1.200 port 44266 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0173,49.62,CRITICAL
451,Jun 16 14:16:57,2024-06-16 14:16:57,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,auth-gateway,2869]: Accepted password for deploy from 192.168.1.55 port 50967 ssh2,Jun 16 14:16:57 auth-gateway sshd[2869]: Accepted password for deploy from 192.168.1.55 port 50967 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0174,59.03,CRITICAL
452,Jun 16 14:17:48,2024-06-16 14:17:48,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,db-primary,45331]: Accepted password for admin from 10.0.0.12 port 30801 ssh2,Jun 16 14:17:48 db-primary sshd[45331]: Accepted password for admin from 10.0.0.12 port 30801 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
453,Jun 16 14:29:09,2024-06-16 14:29:09,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,db-primary,1808]: Accepted password for admin from 192.168.1.55 port 44092 ssh2,Jun 16 14:29:09 db-primary sshd[1808]: Accepted password for admin from 192.168.1.55 port 44092 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0174,59.03,CRITICAL
454,Jun 16 14:42:57,2024-06-16 14:42:57,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,db-primary,40766]: Accepted password for user from 10.0.0.12 port 62054 ssh2,Jun 16 14:42:57 db-primary sshd[40766]: Accepted password for user from 10.0.0.12 port 62054 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
455,Jun 16 14:43:21,2024-06-16 14:43:21,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,db-primary,38496]: Accepted password for admin from 192.168.1.101 port 42142 ssh2,Jun 16 14:43:21 db-primary sshd[38496]: Accepted password for admin from 192.168.1.101 port 42142 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0175,51.72,CRITICAL
456,Jun 16 14:52:30,2024-06-16 14:52:30,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,auth-gateway,1366]: Accepted password for deploy from 10.0.1.200 port 49021 ssh2,Jun 16 14:52:30 auth-gateway sshd[1366]: Accepted password for deploy from 10.0.1.200 port 49021 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0176,49.62,CRITICAL
457,Jun 16 14:53:05,2024-06-16 14:53:05,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,11635]: Accepted password for deploy from 10.0.0.12 port 33477 ssh2,Jun 16 14:53:05 web-prod sshd[11635]: Accepted password for deploy from 10.0.0.12 port 33477 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
458,Jun 16 14:56:10,2024-06-16 14:56:10,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,12499]: Accepted password for deploy from 10.0.1.200 port 39238 ssh2,Jun 16 14:56:10 db-primary sshd[12499]: Accepted password for deploy from 10.0.1.200 port 39238 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0176,49.62,CRITICAL
459,Jun 16 14:58:44,2024-06-16 14:58:44,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,auth-gateway,28238]: Accepted password for user from 192.168.1.55 port 47742 ssh2,Jun 16 14:58:44 auth-gateway sshd[28238]: Accepted password for user from 192.168.1.55 port 47742 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0174,59.03,CRITICAL
460,Jun 16 15:01:09,2024-06-16 15:01:09,FAILED_LOGIN,10.0.1.200,ubuntu,sshd,auth-gateway,59614]: Failed password for ubuntu from 10.0.1.200 port 53143 ssh2,Jun 16 15:01:09 auth-gateway sshd[59614]: Failed password for ubuntu from 10.0.1.200 port 53143 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1110 — Brute Force,Credential Access,0.3,S-0176,49.62,CRITICAL
461,Jun 16 15:01:09,2024-06-16 15:01:09,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,db-primary,61579]: Accepted password for user from 10.0.0.5 port 45292 ssh2,Jun 16 15:01:09 db-primary sshd[61579]: Accepted password for user from 10.0.0.5 port 45292 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0177,47.71,CRITICAL
462,Jun 16 15:02:22,2024-06-16 15:02:22,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,db-primary,41608]: Accepted password for deploy from 10.0.0.12 port 46429 ssh2,Jun 16 15:02:22 db-primary sshd[41608]: Accepted password for deploy from 10.0.0.12 port 46429 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
463,Jun 16 15:03:52,2024-06-16 15:03:52,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,db-primary,29324]: Accepted password for deploy from 10.0.0.12 port 44008 ssh2,Jun 16 15:03:52 db-primary sshd[29324]: Accepted password for deploy from 10.0.0.12 port 44008 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
464,Jun 16 15:23:35,2024-06-16 15:23:35,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,12420]: Accepted password for deploy from 10.0.0.5 port 36201 ssh2,Jun 16 15:23:35 web-prod sshd[12420]: Accepted password for deploy from 10.0.0.5 port 36201 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0177,47.71,CRITICAL
465,Jun 16 15:33:35,2024-06-16 15:33:35,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,web-prod,21679]: Accepted password for user from 10.0.0.12 port 34311 ssh2,Jun 16 15:33:35 web-prod sshd[21679]: Accepted password for user from 10.0.0.12 port 34311 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0172,52.14,CRITICAL
466,Jun 16 15:36:16,2024-06-16 15:36:16,OTHER,Internal,user,sshd,auth-gateway,47216]: pam_unix(sshd:session): session opened for user admin,Jun 16 15:36:16 auth-gateway sshd[47216]: pam_unix(sshd:session): session opened for user admin,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0178,19.67,MEDIUM
467,Jun 16 15:49:40,2024-06-16 15:49:40,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,auth-gateway,8525]: Accepted password for user from 10.0.1.200 port 39800 ssh2,Jun 16 15:49:40 auth-gateway sshd[8525]: Accepted password for user from 10.0.1.200 port 39800 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0179,49.62,CRITICAL
468,Jun 16 15:50:37,2024-06-16 15:50:37,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,db-primary,3213]: Accepted password for admin from 10.0.1.200 port 38260 ssh2,Jun 16 15:50:37 db-primary sshd[3213]: Accepted password for admin from 10.0.1.200 port 38260 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0179,49.62,CRITICAL
469,Jun 16 15:58:34,2024-06-16 15:58:34,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,web-prod,11135]: Accepted password for ubuntu from 10.0.1.200 port 55972 ssh2,Jun 16 15:58:34 web-prod sshd[11135]: Accepted password for ubuntu from 10.0.1.200 port 55972 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0179,49.62,CRITICAL
470,Jun 16 16:02:20,2024-06-16 16:02:20,FAILED_LOGIN,10.0.0.12,user,sshd,server01,60355]: Failed password for user from 10.0.0.12 port 52798 ssh2,Jun 16 16:02:20 server01 sshd[60355]: Failed password for user from 10.0.0.12 port 52798 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.3,S-0172,52.14,CRITICAL
471,Jun 16 16:12:27,2024-06-16 16:12:27,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,auth-gateway,23363]: Accepted password for admin from 192.168.1.55 port 57495 ssh2,Jun 16 16:12:27 auth-gateway sshd[23363]: Accepted password for admin from 192.168.1.55 port 57495 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0180,59.03,CRITICAL
472,Jun 16 16:14:08,2024-06-16 16:14:08,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,db-primary,55440]: Accepted password for user from 10.0.1.200 port 35316 ssh2,Jun 16 16:14:08 db-primary sshd[55440]: Accepted password for user from 10.0.1.200 port 35316 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0179,49.62,CRITICAL
473,Jun 16 16:29:12,2024-06-16 16:29:12,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,web-prod,49541]: Accepted password for user from 192.168.1.101 port 59964 ssh2,Jun 16 16:29:12 web-prod sshd[49541]: Accepted password for user from 192.168.1.101 port 59964 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0181,51.72,CRITICAL
474,Jun 16 16:33:42,2024-06-16 16:33:42,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,auth-gateway,34075]: Accepted password for admin from 10.0.0.5 port 38080 ssh2,Jun 16 16:33:42 auth-gateway sshd[34075]: Accepted password for admin from 10.0.0.5 port 38080 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0182,47.71,CRITICAL
475,Jun 16 16:35:14,2024-06-16 16:35:14,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,auth-gateway,35908]: Accepted password for deploy from 10.0.1.200 port 46238 ssh2,Jun 16 16:35:14 auth-gateway sshd[35908]: Accepted password for deploy from 10.0.1.200 port 46238 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0179,49.62,CRITICAL
476,Jun 16 16:43:17,2024-06-16 16:43:17,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,db-primary,31674]: Accepted password for ubuntu from 192.168.1.101 port 38797 ssh2,Jun 16 16:43:17 db-primary sshd[31674]: Accepted password for ubuntu from 192.168.1.101 port 38797 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0181,51.72,CRITICAL
477,Jun 16 16:45:01,2024-06-16 16:45:01,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,db-primary,43125]: Accepted password for admin from 192.168.1.55 port 41176 ssh2,Jun 16 16:45:01 db-primary sshd[43125]: Accepted password for admin from 192.168.1.55 port 41176 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0183,59.03,CRITICAL
